sku,weight (kg),depth (cm), length (cm),width (cm),height (cm)
Q2672A,0.16,12,,41,18.5
MXTMMHQ5M,0.5,22,5,20,8.7
CBL-USB-ATB,,,0.6,,
43367,,,1,,
33FT-8K-HDMI-BOOSTER,0.06,14.3,30.9,40.9,20
106R02157,0.763,37,,16,12
AK-460101-020-S,0.033333,1.5,2,14,
6ASFTP-01BL,0.051,,1,,
B222X00,0.88,33,,10,18.7
5UTP-01W,0.053,,1,,
PN52-B-S7056MD,1,13,,12,5.8
31374,,,2,,
36492,,,2,,
48037,,,10,,
KF552C36BWEAK2-32,0.1331,1.4,,12.190000000000001,17.15
AK-440100-050-S,0.4825,5,5,17,21
V-6UTP-015BL,0.046,,1.5,,
65-2100,,,10,,
6FUTP-003BL,0.027,,0.3,,
LVO231752,0.15,17,,6.5,2
C-05-10191,,,1,,
66-2200,,,20,,
KF437C19BB1/16,1.43,1.4,31.1,19.7,6.1
30341,,,2,,
6UTP-05O,0.208,,5,,
EVNSL0642A-1000,,,304.8,,
K60386EU,9.07,15.2,,46.5,42
72-3371,,,,8.6,8.6
N9K78AA,0.032299999999999995,18,,2.3600000000000003,1.52
88-AQ020,,,2,,
2L-2503,,,3,,
LVN-CAT6A-FLEX-1 M,0.05,16,1,27.6,3.6
6AUTP-03O,0.127,,3,,
C544X1MG,8.03,,,,
DB-340106-020-S,0.108333,2.3,2,7.5,23.5
CF362X,0.1367,14.7,,39.5,16.1
36462,,,2,,
PDU8VC20,,,3,,
90MP0350-BKEA01,1.56,17.2,2,47,7.6
3WX25A,0.245,12.9,,20.2,4
KSM26ED8/16HD,,,,13.330000000000002,3.12
32-2405,,,2,,
72-3654,,1.85,,2.5,3.8600000000000003
006R03690,0.726,32,,11,11
32-1010,,,1,,
N6LPATCH2MGR,0.082,22,29,39,29
41680,,,0.5,,
HDMI18G-10,,,10,,
1HE07AA,0.22,6.2,,6.2,2.85
IEUHJKSTUDIORGRYPRP6,0.21,16.45,,7.1,18.75
CE255X,0.1153,16,,39.5,31.3
HDMM1MP,0.079,26.3,48,39.1,38.9
65-6020,,,2,,
AK-300506-000-S,3.7,19.7,38,33,24
6FUTP-03Y,0.125,,3,,
5CB0N00250,0.57,44,,33,5
36911,,,1,,
006R04520,0.6047,34.5,,11.5,8.5
MANC6005-020,0.06,18,2,6,2
PL011,,,2,,
40-4056,,,3,,
43249,,11,0.26,3,2
KF436C17BB2A/8,1.68,1.4,32.510000000000005,19.3,8.89
006R03836,3.08,50.04,,13.459999999999999,23.880000000000003
C13T08014011,,14,120,100,176
73P5255,1.27,18.541999999999998,1.8,45.212,3.302
006R04224,0.643,32.5,,11.5,11.5
6UTP-0075BL,0.045,,0.75,,
DC100WUN,,,1.75,,
4SH07AA,0.0254,2.5,0.15,1.1,15
KF556C36BWEAK2-64,0.1331,13.34,,0.71,4.220000000000001
006R03652,1.45,35,,24,15
32-2403,,,3,,
DN-95432,1.18,9.7,2,51,5.8
32-2152,,,2,,
ML-1520D3,1,16.8,,32.8,11.8
KF560C36BBEA-16,1.82,1.4,32.510000000000005,19.3,8.89
SU929A,1.28,20.1,,35,15.9
136-17,0.12,4,2,7,16.7
6AUTP-005BL,0.034,,0.5,,
003R99781,0.68,10,,32,18.5
UC3238-AT,0.16,6.4,,2.1,1.1
C13T05B140,2.6,42.4,,34.4,4.7
ST300MP0006,0.225,10.05,,6.9799999999999995,1.5
6UTP-002G,0.023,,,,
C13T05414010,0.059,3.3,120,100,130.5
6UTP-15R,0.59,,15,,
DKT30CMHSDPD,0.145,17,34,45,20
006R03027,1.32,36.5,,18,14.5
A-MO 8/8 SF,,1.5,1.5,1,2.5
58D2H0E,1.7,15.8,,49.5,19.8
SL65-5030,,,3,,
SL65-4005,,,0.5,,
COREADEPT-EK-BLK,,,0.35,,
6FUTP-03G,0.125,,3,,
VB-WIFI-004,0.102,3.5,,21.2,2.5
006R04215,0.7511,24,,14,8
65-2050,,,5,,
GSW-75-STEALTH,,10,,30,1.7
KF448C19RB2K2/16,2.33,1.73,25.4,19.05,17.78
IEUHBJBUDSWORKRBLK4,0.17,,,,
HDTB540EK3CA,0.2175,10.9,,7.8,1.95
6UTP-003BL,0.027,,,,
2K-0003,9.52,70.3,72.7,44.2,13.7
CE505X,0.19,11.3,,34,22.5
AK-300343-008-S,0.13,1,1,21,11.5
KSM26SED8/16HD,,,,6.959999999999999,3
42-0565,,,2.5,,
35660,,,1,,
FO-STSTOM1D-003,0.03,,3,,
30434,,,3,,
47585,,2.8,3,1.1,0.6
006R03455,0.744,37,,16,2
24-0206,,,2,,
6AUTP-07O,0.28,,7,,
40-4055,,,2,,
22-2910,,,0.1,,
N6LPATCH5MGR,0.195,22,29,39,29
36915,,,0.5,,
006R04247,1,55.5,,17.5,11.5
48045,,,0.3,,
LVN147138,0.3225,,7,,
68-5005,,,0.5,,
6FUTP-015BL,0.068,,1.5,,
5LCLC2,,,2,,
TC 2MDP,,,2,,
CF-VZSU0QW,0.179,7.590000000000001,,20,0.76
5UTP-05O,0.198,,5,,
43227,0.528,19.8,10,23,6.3
CF212A,0.1933,10,,36.5,11
F1DN1VCBL-PP10T,,,3,,
32-3659,,,1.8,,
B3P19A,0.454,12.9,,20.2,4
C13T02V34010,0.038,2.6,26,10.2,14.6
6HD76AA#ABB,0.8,17.1,,53.2,4.4
DKME2061ST-RUKPDAAT1,0.827,,,,Yes
3STST1,,,1,,
SU907A,1.55,26.9,,35.1,15.2
006R04458,2.65,39.5,,32.5,20.5
47708,,,10,,
90YE00S1-B0NA00,3.17,20,65,31,10.8
S-6UTP-002Y,0.000008,,,,
KF552C36BBEK2-64,0.1017,13.34,,0.6599999999999999,3.4799999999999995
USBC-HDMI-CDP2HD4K60,0.022,22.5,50,32,21
DELL-PJ25C,,,1,,
SL65-4025,,,2.5,,
45N0246,0.36,12.6,,5,3
62LCST2,,,2,,
6AUTP-003O,0.027,,0.3,,
72-3641,,,,48.260000000000005,4.4
KSM52E42BS8KM-16HA,,,,13.330000000000002,3.12
BB960A,4.5,,,,
ASB58-2,,,2,,
SL65-5015,,,1.5,,
AOC-ATG-I2T2SM-O,,11.5,,7.6,
PWS-441P-1H,,22,,10,4
EV4STSC1,,,1,,
920-010779,3.7,33.6,34.5,22,16.6
36890,,,0.5,,
KF560C40BBK2-64,0.1017,1.4,,9.53,17.15
006R03713,0.562,32.5,,11.5,11.5
U-CABLE-PATCH-3M-RJ45,,,3,,
KF564C32RSAK2-48,2.67,1.73,25.4,19.05,17.78
29986,,,3,,71
006R03808,1,32,,11.5,11
ST6000NM020B,0.65,14.7,,10.18,2.6100000000000003
41941,,,1,,
DK-1743-A-VH-D-1,,,100,,
BT52A,,7.7,42.5,27.5,27.5
42-2962,,,3,,
PRACB01,,,0.5,,
KC04T,1.25,21.09,,30.6,1.86
30455,,,1,,
40930,,10,1,,
87300-205,0.018,,,,
UACC-CABLE-C5E-OUTDOOR-PRO-305M-W,12.6,33,305,33,34
74C20K0,0.369,16,,19,10
6UTP-07W,0.28,,7,,
V-6FUTP-05R,0.152,,5,,
47131,,,0.5,,
006R03630,0.7711,32,,10.92,10.92
UACC-AOC-SFP10-20M,,,20,,
134-23,0.3,15,,30,20
KF556C36BWEK2-64,0.1017,13.34,,0.6599999999999999,3.4799999999999995
KVR48S40BS8-16,,,,6.959999999999999,3
GP-P850GM-UK,,14,89,15,8.6
53KNV,1.22,20.869999999999997,,32.14,1.89
5G4AB-USB-C-HUB,0.133,17,47.3,33.1,44
80C2SM0,96.7,10.2,,14.1,7.2
MFCL8340CDWQJ1,24.9,58.3,116,49.7,53.3
266C9AA#ABB,0.08,13.8,,43.6,2.05
5LCLC3,,,3,,
CN627AE,0.0038,2.92,,24.2,8.66
PC-C13C14-005W,,,5,,
35645,,,7.5,,
SU596A,1.2,11.7,,45.5,13.9
F1DN2CC-HHPP10T,,,3,,
6FUTP-02B,0.086,,2,,
DB-510510-010-S,0.0605,16,1,16,3
GMMK-COMPACT-RGB-ISO,,,,,Yes
SL65-5003,,,0.3,,
PH-CBRSFL22,,,0.22,,
CE743A,0.1146,18.8,18.8,49.2,22.5
TS32GUSDU1,0.0004,1.5,,1.1,0.1
882826-0010,0.0598,2.2399999999999998,,3.05,1.72
AK-300202-030-S,0.0669,14,3,25,
47264,,,2,,
4LCLC1.5,,,1.5,,
006R04296,1.04,32.5,,18.5,10
861750-K21,0.5,14.61,,21.919999999999998,22.86
60-2200,,,20,,
6UTP-015G,0.073,,1.5,,
36632,,,2,,
AD4U320032G22-SGN,,,,,3.12
PH-CB4PRD,,,0.5,,
LC1240BKBP2,0.15,17.8,,12.2,5.7
3LCLC1.5,,,1.5,,
KF556S40IBK2-32,1.28,1.4,31.119999999999997,20.32,10.16
4SC18AA#ABU,0.32,6.6,,1.5,2.2
2L-5302UP,12.2,,45,33,24
32-2421A,,,1,,
SL65-5005,,,0.5,,
56F2H00,1.08,39.9,,13.7,18.1
33559,,,0.2,,
SM2DUPE11,3,46.5,52,52,33
67-4030,,,3,,
ENBRKTCVR,22.5,29,100,60.5,26.5
GLO-ACC-P75-RK-O,,,,,1.45
36960,,8,0.3,,
36701,,,0.5,,
72K20K0,1.18,17.7,,49.8,18.6
WDS200T3G0C,0.0075,8,,2.2,0.238
5UTP-03O,0.122,,3,,
920-011844,0.415,,,,
C13T15794010,,14.2,120,100,48
CS62S,0.33,7.3,0.9,5.85,2.25
6UTP-0075W,0.045,,0.75,,
WT300CL,1.15,,,,
KF560R32RBK4-64,0.10934,13.330000000000002,,3.12,0.38
35329,,,3,,
T1A62AA,0.12,,1.83,,
507-39,0.05,4,,6.2,8
31325,,,0.5,,
65-7020,,,2,,
6AUTP-0075R,0.047,,0.75,,
0B46994,0.36,12.6,,5,3
IEUEBJBAIRPRORBLK82,0.0391,,,,
30110,,,5,,
AP-WCB40-W2,0.2695,9.370000000000001,2,19.64,16.880000000000003
45350,,,0.3,,
37302,,,7.5,,
KF426C16BB1K2/32,2.63,1.4,31.119999999999997,20.32,10.16
TC3-PK3MCABLES,,8.6,,14.6,4.5
KF426S16IBK2/32,1.22,1.4,31.119999999999997,20.32,10.16
6FUTP-003Y,0.027,,0.3,,
V-6UTP-20GR,0.417,,20,,
41780,,,0.2,,
32-0389,,,10,,
SU840A,0.82,17.1,,35,9.6
CE742A,0.1146,18.8,,49.2,22.5
6UTP-005Y,0.035,,,,
L67-9040,,,4,,
41169,,,10,,
9LCLC1.5,,,1.5,,
AKB-650EB,1.13,16.5,,47.5,5.1
6UTP-07Y,0.28,,7,,
42-2694,,,3,,
V7W66AA#AC3,0.0714,2.1,,18,1.7
60-4015,,,1.5,,
USB3AAAOC-15,,,15,,
006R03622,0.744,34.5,,13.5,10.5
C252UK0,0.27,10.2,,14.1,7.2
JMLC11B,0.032,,1,,
48004,,,3,,
LSATA12,0.016,22.5,0.304,12.5,1.6
TC3-PK+PK15MCABLES,1.03,20,,20,9
GH128,0.115,,1.8,,
ACU-4511-305,7.6,20,305,35,
Q7582A,0.1525,12,,43,20.5
KVR48U40BS8K2-32,,,,13.330000000000002,3.12
S-6AUTP-05R,0.000092,,5,,
6FUTP-01O,0.052,,1,,
TBLT3MM1MA,0.055,22.5,1,12.5,1.6
DN-19 ORG-2,0.916667,16,,28,
2L-2701,,,1.8,,
63B28AA,0.16,16,1.83,,
VFY:R2545SC210IN,,77,,48.239999999999995,8.66
51B00A0,0.83,13.7,,39.9,18.1
6UTP-0025R,0.025,,0.25,,
B5402FBAV-HYI7X,1.38,22.31,,32.339999999999996,1.8
J3M69A,852.4,2.8,101.6,121.9,192.7
JJJN1,1.39,21.2,,32.14,2.1
LVN-CAT6A-FLEX-2MWH,0.05,16,2,27.6,3.6
FPC2Y,0.214,19.7,,26.4,4.6
41021,,,0.15,,
006R03261,0.6067,37,,16,12
Q2613X,0.128,14.2,,33.3,19.8
C544X1CG,0.249,10.2,,14.1,7.2
DAKOTA BELGIUM,0.56,,1.5,,Yes
35334,,,2,,
S26391-F6055-L212,0.03,,0.15,,
KF432C16BBK2/32,2.63,1.4,31.119999999999997,20.32,10.16
006R04597,0.22,22.5,,5,3.5
6ASFTP-0075G,0.043,,0.75,,
6FUTP-02G,0.086,,2,,
40922,,,2,,
SL65-4003,,,0.3,,
KF318LS11IBK2/16,,,,9.76,3
C13T05A400,0.38,27.7,,14.3,4
KF440C19RB2AK2/16,2.54,1.73,25.4,19.05,17.78
KF426C16BB2AK2/32,1.39,1.4,25.4,19.05,8.89
RT10-PWR-CABLE-UK,,,1.8,,
AHD650-4TU31-CBK,0.39,2.67,,9.85,12.68
5N20V43760,0.3,,,,
BFA-MSC-SATA330GK-RP,,,0.3,,
B1502CG-BQI381XA,1.69,23.3,,36.160000000000004,1.9899999999999998
MDP-HDMI-002W,0.073,,2,,
4X30H56804,0.7,,,,
KVR26N19S6L/4,,,,13.330000000000002,1.8800000000000001
68-4005,,,0.5,,
USBSCHAU1M,0.0223,9,46,30,24
9FCLC2,,,2,,
24189-889-999,0.113,5.5,,18.85,21.7
MAPCDB02-015,,,1.5,,
UE331C,0.77,,10,,
V-6FUTP-10BL,0.28,,10,,
IEC6H,,,3,,
CF259X,0.134,10.2,94.2,109.8,127.9
SL65-9015,,,1.5,,
VE781010-AT,3.45,23.5,39,24,26.3
35337,,,10,,
920-002645,6.95,16.3,33.7,16.3,48.6
40-4415,,,1.5,,
ACC1133GLX,0.09,,1,,
C13S050187,0.00038,33.6,120,100,95
65-0015,,,1.5,,
WD20EFPX,0.45,14.7,,10.16,2.6100000000000003
VT3LCLC20,,,20,,
C13T33374011,0.177,5.3,37,19.5,15
6UTP-0025G,0.025,,0.25,,
36198,,,10,,
WDS240G3G0A,0.0362,10.05,,6.9799999999999995,0.7
C9448A,0.004900000000000001,4,,20.2,12.9
36702,,,1,,
DK-2A338U050BK-BBB,5.3,35,50,35,
31578,,,5,,
6UTP-01Y,0.054,,1,,
KF436C16RB12A/16,1.75,1.73,25.4,19.05,17.78
DB-510110-030-S,0.054667,16,3,16,2
STKN5000400,0.34,14.6,,10.5,4
UACC-Cable-DoorLockRelay-1P,,,152.4,,
KF560C32RSK2-64,,0.765,,13.330000000000002,3.9200000000000004
47584,,2.8,2,1.1,0.6
48061,,,0.5,,
P52560-421,41.3,27.3,,99.8,60
5S4C0AA,0.008,3,,6.959999999999999,0.12
66-3100,,,10,,
C13T07U440,0.061,14.2,,9.5,3
42-3133,,,2,,
AK-310103-030-E,0.35,23,3,18,4.5
C13T26144012,0.04,2.6,26,10.2,14.6
3JN69A,187.3,13.8,,17.8,6
6V2CT,,,2,48.2,4.279999999999999
AK-300102-018-E,0.046875,0.7,1.8,11.5,
32-2807,,,5,,
KF426C16BB2AK4/128,1.38,2.54,25.4,19.05,17.78
KF556C40BWAK4-128,0.26356999999999997,13.34,,0.71,4.220000000000001
UACC-Cable-DoorLockRelay-2P,,,152.4,,
6ASFTP-15R,0.515,,15,,
00AJ365,0.0725,10.05,,6.9799999999999995,0.7
AK-340100-010-S,0.08,22,1,14,
L65505-003,0.22,7.4,,7.4,2.55
C13T03U64010,0.953,16.8,37,17,15
65-6030,,,3,,
FO-STSTOS2D-007,0.054,,7,,
6UTP-20G,0.773,,20,,
DA-70828,0.091667,8.5,,10,2
FRU45N0414,,,1,,
X1504ZA-NJ103W,1.7,23.25,,35.97,1.7899999999999998
6UTP-15G,0.59,,15,,
47751,,,5,,
TC 15MUSB+/BL/2,0.63,18,15,18,7
C13T02J14020,0.1,9.8,,4.7,14.2
AK-440103-018-S,0.194857,4.5,1.8,15,18
67-4070,,,7,,
3-DX-SC-ST-3-AA,,,3,,
47601,,,0.5,,
60-9003,,,0.3,,
30430,,,0.2,,
LTC 3120,,,9,,
43362,,,30,,
KF552C40BWK4-64,0.15427000000000002,13.34,,0.6599999999999999,3.4799999999999995
32-3704,,,1.5,,
TS-H1677XU-RP-3700X-32G/224TB-EXOS,15.3,57.35,,48.1,13
CN624AE,0.0033,2.87,,24.169999999999998,7.159999999999999
42-0594,,,5,,
CF410A,238.6,10.2,,36.3,12.3
DK-1741-VH-5-OD,65.5,24,500,55,
L36818-001,,,1,,
CF287X,178.5,12.2,,37.3,28.1
31936,,,1,,
VT3LCSC1.5,,,1.5,,
C13T09J24010,0.06,9.8,,3.2,14.2
72-3406,,9.15,,48.06,4.36
SSDPEKNW010T8X1,0.01,8,,2.2,
60-9100,,,10,,
CBMZT8B,0.1485,32,44.6,37.1,41
6UTP-0025BL,0.025,,0.25,,
KVR48S40BD8-32,,,,6.959999999999999,3
EV4LCLC1,,,1,,
6FUTP-015G,0.068,,1.5,,
6UTP-10O,0.4,,10,,
60-5100,,,10,,
L60-9080,,,8,,
FS3410,15,69.2,,43.05,8.8
MAV35003-015,,,1.5,,
KSM26ES8/16MF,,,,13.330000000000002,3.12
450-19222,,,1.8,,
68-5050,,,5,,
48124,,,3,,
006R04298,0.829,32.5,,11.5,11
LTC 1210,,,3,,
68-3030,,,3,,
6ASFTP-25G,0.833,,25,,
22-2136,,3.6,,1.78,2.2
S661WT,0.029,,,,
PA1162,0.086,,12.7,,
47136,,,5,,
003R99795,0.98,36.5,,13.5,11.3
6ASFTP-0075BL,0.043,,0.75,,
35686,,,15,,
87-2812,,,9.5,3.3,0.9
DKT30CHVPD2,0.135,17,0.3,45,20
64036HE,184.2,,,,
33450,,,0.5,,
Q7553A,0.125,11.7,,39,16.8
MAV35001-015,,,1.5,,
WIC100B.CE7,0.02,,,,
2L-2505,,,5,,
L67-0020,,,2,,
L60-1010,,,1,,
L67-4040,,,4,,
DKT31CHVL,0.164,14.2,0.25,41.5,31.8
DKON2187-SUKPDFUPBBC1,0.908,,,,Yes
855842-971,,,,6.9,3
006R04177,0.769,32.5,,11.5,11.5
3LCLC6,,,6,,
LVN127086,0.021,,,,
AK-340100-030-S,0.166,16,3,15,
4LCLC50,,,50,,
CS1188DP4C,3,43.239999999999995,,20.490000000000002,6.55
42-2981,,,3,,
AC090W7450-D,,,0.8,,
42-2961,,,1,,
36223,,,3,,
7Y37A01093,0.018,,,,
DELL-PN0CV,,,1,,
USBLT2MB,0.112,20.1,35.5,34.1,32.4
42-2958,,,0.3,,
67-8015,,,1.5,,
74C2SK0,0.424,16,,19,10
U420-000-F-UD,0.11,1.27,2.54,34.8,34.8
N6LPATCH10MBL,0.378,25.5,43,38,29
32-1020,,,2,,
865R4EA#ABU,2.01,6.9,,55.2,34.5
V-6FUTP-02R,0.073,,2,,
01YN149,0.542,27.2,,39.7,4.6
CN054AE,2.22,12.6,,9.4,2.4
DN-10190,0.2845,3,,15.5,22
TBLT3MM2M,0.09,22.5,43.8,12.5,1.7
AK-310103-050-S,0.525,18,5,18,
DS-72211-1UK,23.4,81,,70.5,
DS-72000CH,4.85,40,,20,39
TS4TMTE250S,0.01,2.2,,8,0.377
L60-7005,,,0.5,,
KF552C36BBEA-32,1.82,1.4,32.510000000000005,19.3,8.89
136-22,0.12,2,1,8,16
BFA-MSC-6PEG45BKK-RP,,,0.45,,
506-98,0.625,6.3,15,15.3,16.7
MK2C3SM/A,0.369,,,,
LVN-CAT6A-FLEX-7.5MWH,0.05,16,7.5,27.6,3.6
STHA18000800,1.6,24,,18,12
V-6UTP-002G,0.019,,0.2,,
006R03673,1.34,35.5,,24.5,15.5
LVN149028,0.1093,,2,,
30433,,,2,,
NLWH-7M-CAT6A-PATCH,0.2499,18,38,43,29
TN3390TWIN,0.802,13.2,,29,8.1
KSM26RS4/32HCR,,,,13.330000000000002,3.12
CF210X,0.1933,10,,36.5,11
003R99792,1,36.5,,13.5,11.3
38482,,,30,,
C13T580400,0.0050620000000000005,10,120,100,120
33096,,,0.4,,
22-2129,,6.16,,3.3600000000000003,2.35
37864,,,5,,
TBLT34MM50CM,0.026,22.5,43.6,12.5,0.8
R-PF500D-HA0B-UK,,14,51,15,8.6
60-9080,,,8,,
266C9AA#ABU,0.08,13.8,,43.6,2.05
67-9060,,,6,,
LVO231399,0.012,,2,,
DB-330123-050-S,0.25,18.7,5,29.9,
GLO-GMMK2-96-RGB-ISO-W,1.25,,2,,Yes
43343,,,3,,
VT3LCSC5,,,5,,
C13S050190,0.00038,33.6,120,100,95
KF556C40BB-8,1.5,1.4,31.119999999999997,19.69,6.1
5G7AIBS-USB-HUB-EU,5,17,38,47,19
60-5080,,,8,,
35328,,,2,,
33270,,,10,,
EFCAR-XT60CBL1.5M,0.5,11.3,,14.9,5
TN241M,0.78,10.5,,38.8,15
C13T02G14010,0.064,14.2,120,100,2
KF564S38IB-16,0.81213,1.4,31.119999999999997,19.69,6.1
KF560S38IB-16,0.81213,1.4,31.119999999999997,19.69,6.1
PEXUSB314A2V2,0.18,14.4,42,44,32
11.99.8752,,,0.18,,
S37-0400150-SV1,0.58,8.6,,20.4,18.2
920-011843,0.415,,,,
40-4077,,,2,,
KF432C16BB/8,1.43,1.4,31.1,19.7,6.1
36658,,,2,,
6FUTP-15R,0.52,,15,,
40-4208,,,0.7,,
N9K78AA#AC3,0.032299999999999995,18,0.094,2.3600000000000003,1.52
4X90R61022,0.034,,0.24,,
SS816A,2.45,17.2,,60.7,14.4
CS74U-AT,7.33,28.3,51.7,29.2,19.4
KSM26SES8/8HD,,,,6.959999999999999,3
DS-72000RU,4.85,40,,20,39
KF560C32RWK2-32,0.097,13.330000000000002,,3.9200000000000004,0.765
LVN122432,17,39,305,39,27
48121,,,0.5,,
KVR52U42BD8-32,,,,13.330000000000002,3.12
KF560C40BBAK2-32,0.1331,1.4,,12.190000000000001,17.15
CN049AE,4.31,12.6,,11.9,3.6
6UTP-005GR,0.035,,,,
2215-00286-002,,,2.5,,
KF552C40BBA-8,1.82,1.4,32.510000000000005,19.3,8.89
30445,,,3,,
38503,,,15,,
UC10KM,2.4,13,23.5,21.2,35
NP930XED-KA3UK,0.87,19.98,,30.439999999999998,1.1199999999999999
TS512GUSD300S-A,0.0004,1.5,,1.1,0.1
36256,,,2,,
AK-600434-006-S,0.033350000000000005,21,1,11.5,25
3Y1D8,0.503,,,,
20N20K0,0.862,40,,12.5,12.5
67-0010,,,1,,
EAP610-OUTDOOR,,10.65,,28.04,5.6899999999999995
PB-4W10MB,,,10,,
HDMI48G-10,,16,10,,
DN-96801M-2,0.3,28,,2.2,4.5
COREADEPT-EK-BGM,,,0.35,,
36270,,,0.5,,
TC 1MHDMI,0.08,15,1,15,3
6FUTP-07BL,0.254,,7,,
42-5230,,,3,,
332-1829,,,1,,
136-30,0.03,1.6,0.2,8,12
580-ADHX,0.503,,,,
VSB050,0.36,,,,
36962,,8,1,,
60-9015,,,1.5,,
OR3LCLC3,,,3,,
CBL-SAST-0508-01,,,0.5,,
9LCSC20,,,20,,
C13T32434010,,3.3,120,100,4.7
48076,,,0.5,,
NLWH-5M-CAT6A-PATCH,0.18330000000000002,18,38,43,29
48023,,,15,,
006R04218,0.3697,23,,6.5,5.5
3LCLC13,,,13,,
DA-70168,0.114,20.2,1,8.6,
37863,,,3,,
L60-5003,,,0.3,,
PWS-563-1H,,28,,7.6,4
39-7000,,,305,,
006R04501,0.57,34,,13.5,11
3LCLC9,,,9,,
B1402CG-EBI381XA,1.49,21.45,,32.69,1.9899999999999998
90YE00L0-B0NA00,4.78,24,,37.8,13
CF322A,0.1235,16.4,,39,21.4
50LCLC05,,,0.5,,
60-1150,,,15,,
2L-5202B,,,1.8,,
KSM32RS8L/16MFR,,,,13.330000000000002,1.8800000000000001
42-0526,,,0.25,,
STLP5000400,0.4,45.5,,12,18.3
60-4200,,,20,,
HDMM1MLS,0.01,12.8,38,43,29
920-010753,4.8,46,46.8,22,16.6
P1B94A,0.129,11.6,40,60,38.1
KCP548UD8K2-64,,,,13.330000000000002,1.8800000000000001
KF564C32RWK2-32,0.14984,13.330000000000002,,3.9200000000000004,0.765
CT70EAWH,,,,10,5
X1504ZA-NJ105W,3.16,48.1,,6.5,28.8
ST2000NM017B,0.62,14.7,,10.18,2.6100000000000003
106R01508,0.3855,33.65,,8.25,8.25
450-18921,0.17,2.2,1,5.51,8.709999999999999
006R04688,0.3485,18.5,,12,9.5
9S7-16R821-472,1.86,8.9,,47.7,32.8
MPO-FF-OM4-B-12-10M,,,10,,
C13S110079,0.000545,29,,13,9.5
3226C001,,,0.4,,
IB25BK,,,,2.5,2.5
47137,,,7.5,,
KF440C19RB2/8,1.75,1.73,25.4,19.05,17.78
RACK-2U-14-BRACKET,3.3,54,38,53,12.8
PCI2S1P2,0.19,17,38.5,36,34
450-AGRR,,,1,,
39-3111,,,305,,
AK-340509-002-W,0.057,20,0.2,15,
58D2X00,2,15.8,,49.5,19.8
70C20Y0,0.2,,,,
6FUTP-15G,0.52,,15,,
47719,,,2,,
L67-3100,,,10,,
306-7ZP2B18-CE0,,14,60,15,8.6
218470-02,0.122,,,,
L60-3200,,,20,,
KF426C16BB/4,1.43,1.4,31.1,19.7,6.1
ASB59-3,,,3,,
1T02MVBNL0,,60,,10,10
KF432C16RB12K2/32,2.54,1.73,25.4,19.05,17.78
LVO231472,0.064,,10,,
006R04419,1.36,32,,20,9
V-6UTP-002R,0.019,,0.2,,
29994,,,3,,4.4399999999999995
45604,,,3,,
30431,,,0.7,,
CF460X,165.9,16.3,,37.8,19.2
47263,,,1.5,,
48047,,,1,,
32-2100,,,10,,
ZQ32-A0W03RE-00,,13,1.25,11.77,4.95
DN-19 FAN-4-SRV,4.4,43.5,,50.5,6.5
84C2HKE,0.709,16.5,,20,10
MLT-D116L,0.16,9.3,34.6,34.8,21.1
ST1000NX0373,0.19,10.05,,7.01,1.5
48108,,,2,,
L60-8020,,,2,,
MAVBN001-015,,,1.5,,
41645,,,1,,
DB-340202-010-S,0.068,16,1,16,2
48006,,,7.5,,
AK-330201-030-S,0.36,2.5,3,14,24
L60-6200,,,20,,
MPO-FF-OS2-B-12-20M,,,20,,
CF542X,244.9,9.6,98.6,110,125.4
KF556C36BBEA-16,1.82,1.4,32.510000000000005,19.3,8.89
31717,,,0.5,,
65-3010,,,1,,
1067B002,0.55,,,,
35327,,,1,,
4X21L54610,0.265,9.55,1.7,11.8,8
EV4LCLC20,,,20,,
68-5030,,,3,,
HDMIDVIMM6,0.172,22,1.8,20,1.5
LVN-CAT6A-FLEX-2M,0.05,16,2,27.6,3.6
82TT000EUK,1.7,23.6,,35.9,1.9899999999999998
43291,,,1,,
SL65-3030,,,3,,
24-0286,,,0.15,,
GZS-5MM,,,5,,
L60-8050,,,5,,
2X-EA12,0.09,22,23.9,5.9,16
EC147,,21,,33.5,39.5
V-6UTP-015O,0.046,,1.5,,
KV6224DPH,1.2,25.3,,10,6.6
C13T26364511,0.22,19.5,,3.5,32.3
20MSP2RCA,,,20,,
006R03627,1.7,35,,24,15.5
48083,,,15,,
6ASFTP-003O,0.026,,0.3,,
DP1.2-HDMI30-005,0.225,,5,,
4-HQLS-5HDMI,,,5,,
4SCSC2,,,2,,
506-97,0.432,6.3,10,15.3,16.7
NTSDD4P32SP-08R,,0.61,,13.75,3.75
LVO231386,0.033,6,2,18,20
KVR48U40BS6K2-16,,,,13.330000000000002,3.12
9LCLC8,,,8,,
45583,,,2,,
SRTG5KXLI,59,79,,59,27.5
6ASFTP-005BL,0.033,,0.5,,
1T02R50NL0,,14,,12,60.5
67-8003,,,0.3,,
1T02S50NL0,,28,,8.5,10
C-05-10188,,,1,,
6FUTP-01GR,0.052,,1,,
76C0HM0,0.79,49,,8,8
USGFLEX50-EU0101F,1.41,9.8,,27.6,18.5
Q2612A,0.176,10.5,,35.7,13.4
6FUTP-10O,0.36,,10,,
L4R65AA#ABB,,3,,5.5,11.43
MAPCSM01-BK,0.05,18,1.5,9,2
85D68EA#ABU,1.38,44.9,,6.9,30.5
42-2673,,,2,,
36773,,3.4200000000000004,3,2,1.09
