sku,product_type,weight,additional_attributes
8D3G6AA#ABB,simple,0.61,"ts_dimensions_height=11.5,ts_dimensions_length=18.5,ts_dimensions_width=21"
8D3K5AA#ABB,simple,0.7,"ts_dimensions_height=11.5,ts_dimensions_length=18.5,ts_dimensions_width=21"
8Y9C4AA#ABB,simple,0.74,"ts_dimensions_height=11.5,ts_dimensions_length=18.5,ts_dimensions_width=21"
IEUEBJBANCRBLK82,simple,0.14,"ts_dimensions_height=15.1,ts_dimensions_length=10.45,ts_dimensions_width=4.28"
27MR400-B.AEKQ,simple,5.3,"ts_dimensions_height=44.8,ts_dimensions_length=14.3,ts_dimensions_width=69"
24MR400-B.AEKQ,simple,4.1,"ts_dimensions_height=40,ts_dimensions_length=12.8,ts_dimensions_width=61.3"
22MR410-B.AEKQ,simple,3.5,"ts_dimensions_height=37.2,ts_dimensions_length=12.8,ts_dimensions_width=56.7"
NX.KDHEK.007,simple,2.9,"ts_dimensions_height=31,ts_dimensions_length=49.8,ts_dimensions_width=6.5"
NX.KSJEK.003,simple,2.9,"ts_dimensions_height=31,ts_dimensions_length=49.8,ts_dimensions_width=6.5"
967V6ET#ABU,simple,,"ts_dimensions_height=30.5,ts_dimensions_length=44.9,ts_dimensions_width=6.9"
865Q8EA#ABU,simple,,"ts_dimensions_height=30.5,ts_dimensions_length=6.9,ts_dimensions_width=48.3"
DS-12851,simple,,"ts_dimensions_height=22.5,ts_dimensions_length=9.3,ts_dimensions_width=18.5"
DS-12910,simple,0.48,"ts_dimensions_height=47.5,ts_dimensions_length=20.4,ts_dimensions_width=15.5"
NX.KB4EK.001,simple,2.31,"ts_dimensions_height=31,ts_dimensions_length=48,ts_dimensions_width=6.3"
98T45ET#ABU,simple,5.9,"ts_dimensions_height=30.8,ts_dimensions_length=38.4,ts_dimensions_width=10"
863K0ET#ABU,simple,,"ts_dimensions_height=34.5,ts_dimensions_length=6.9,ts_dimensions_width=55.2"
863K1ET#ABU,simple,,"ts_dimensions_height=34.5,ts_dimensions_length=6.9,ts_dimensions_width=55.2"
VY279HF,simple,6,"ts_dimensions_height=44.5,ts_dimensions_length=14.8,ts_dimensions_width=67.9"
PG248QP,simple,11.4,"ts_dimensions_height=52,ts_dimensions_length=22.8,ts_dimensions_width=67.2"
967V7ET#ABU,simple,,"ts_dimensions_height=30.5,ts_dimensions_length=52,ts_dimensions_width=6.9"
623W4ET#ABU,simple,12.7,"ts_dimensions_height=46.2,ts_dimensions_length=24,ts_dimensions_width=66"
623W1ET#ABU,simple,6,"ts_dimensions_height=34.6,ts_dimensions_length=49.8,ts_dimensions_width=19.6"
910-006163,simple,0.39,"ts_dimensions_height=17.5,ts_dimensions_length=11.7,ts_dimensions_width=6.95"
UH34 DUAL TEAMS,simple,,"ts_dimensions_height=19.5,ts_dimensions_length=6.3,ts_dimensions_width=17"
98T44ET#ABU,simple,5.9,"ts_dimensions_height=30.8,ts_dimensions_length=38.4,ts_dimensions_width=10"
865L4ET#ABU,simple,4.8,"ts_dimensions_height=29.8,ts_dimensions_length=17,ts_dimensions_width=49.9"
863K3ET#ABU,simple,,"ts_dimensions_height=34.5,ts_dimensions_length=6.9,ts_dimensions_width=55.2"
98P51ET#ABU,simple,,"ts_dimensions_height=30.5,ts_dimensions_length=6.9,ts_dimensions_width=48.3"
98P46ET#ABU,simple,,"ts_dimensions_height=30.5,ts_dimensions_length=6.9,ts_dimensions_width=48.3"
98T43ET#ABU,simple,5.9,"ts_dimensions_height=30.8,ts_dimensions_length=38.4,ts_dimensions_width=10"
98P50ET#ABU,simple,,"ts_dimensions_height=34.5,ts_dimensions_length=6.9,ts_dimensions_width=55.2"
863K6ET#ABU,simple,,"ts_dimensions_height=34.5,ts_dimensions_length=6.9,ts_dimensions_width=55.2"
863K4ET#ABU,simple,,"ts_dimensions_height=34.5,ts_dimensions_length=6.9,ts_dimensions_width=55.2"
863K2ET#ABU,simple,,"ts_dimensions_height=34.5,ts_dimensions_length=6.9,ts_dimensions_width=55.2"
863K5ET#ABU,simple,,"ts_dimensions_height=34.5,ts_dimensions_length=6.9,ts_dimensions_width=55.2"
39385,simple,1.02,"ts_dimensions_height=18.5,ts_dimensions_length=7.5,ts_dimensions_width=24.5"
441-52,simple,0.09,"ts_dimensions_height=14,ts_dimensions_length=8,ts_dimensions_width=10"
441-53,simple,0.08,"ts_dimensions_height=15.7,ts_dimensions_length=1.5,ts_dimensions_width=7"
920-012333,simple,1.24,""
6262C005,simple,0.48,"ts_dimensions_height=13.2,ts_dimensions_length=11,ts_dimensions_width=11"
6347C005,simple,2.11,"ts_dimensions_height=31.2,ts_dimensions_length=18.4,ts_dimensions_width=18.4"
8J8W5AA#ABU,simple,0.4,"ts_dimensions_height=4.4,ts_dimensions_length=14.1,ts_dimensions_width=23.9"
8X2J9A6,simple,0.24,"ts_dimensions_height=20.7,ts_dimensions_length=5.6,ts_dimensions_width=18.5"
8X228A6,simple,0.15,"ts_dimensions_height=1,ts_dimensions_length=25.4,ts_dimensions_width=17.8"
7Y215AA,simple,0.54,"ts_dimensions_height=5.5,ts_dimensions_length=18.3,ts_dimensions_width=20.9"
7S4M6AA,simple,0.35,"ts_dimensions_height=20.6,ts_dimensions_length=4.4,ts_dimensions_width=9.7"
8X2J8A6,simple,0.22,"ts_dimensions_height=20.7,ts_dimensions_length=5.6,ts_dimensions_width=18.5"
8X214A6,simple,0.22,"ts_dimensions_height=20.7,ts_dimensions_length=5.6,ts_dimensions_width=18.5"
8X228AA,simple,0.24,"ts_dimensions_height=20.7,ts_dimensions_length=5.6,ts_dimensions_width=18.5"
7S4L0AA,simple,,"ts_dimensions_height=20.7,ts_dimensions_length=5.6,ts_dimensions_width=18.5"
9S6-3BC01M-004,simple,5.13,"ts_dimensions_height=41.1,ts_dimensions_length=12.5,ts_dimensions_width=63"
VG249QL3A,simple,7.5,"ts_dimensions_height=60,ts_dimensions_length=20,ts_dimensions_width=46.5"
3G828AT,simple,7.2,"ts_dimensions_height=14.2,ts_dimensions_length=37.3,ts_dimensions_width=62.5"
IFP8652-2F,simple,35.5,"ts_dimensions_height=87.8,ts_dimensions_length=22,ts_dimensions_width=142.8"
N07,simple,5.69,""
96X33ET#ABU,simple,,"ts_dimensions_height=30.5,ts_dimensions_length=44.9,ts_dimensions_width=6.9"
064AOTHERCFX,simple,0.8,""
24-1503,simple,0.2,"ts_dimensions_height=23.3,ts_dimensions_length=5.7,ts_dimensions_width=15.3"
76U49AA,simple,0.59,"ts_dimensions_height=5.5,ts_dimensions_length=21,ts_dimensions_width=18.6"
GXJ1N45009,simple,,"ts_dimensions_height=0.8,ts_dimensions_length=17.2,ts_dimensions_width=26.1"
100-99160900-99,simple,,"ts_dimensions_height=11.3,ts_dimensions_length=3.5,ts_dimensions_width=11.2"
9H.F9TTB.DE1,simple,66.5,"ts_dimensions_height=116,ts_dimensions_length=23,ts_dimensions_width=188"
9H.F9STB.DE1,simple,51.9,"ts_dimensions_height=104,ts_dimensions_length=22.5,ts_dimensions_width=166.5"
6N4E2A5,simple,10.9,"ts_dimensions_height=44.6,ts_dimensions_length=16,ts_dimensions_width=69.9"
6N4D3A5,simple,9.7,"ts_dimensions_height=44.6,ts_dimensions_length=16,ts_dimensions_width=69.9"
4J0G4AAR,simple,0.76,"ts_dimensions_height=14.85,ts_dimensions_length=14.3,ts_dimensions_width=27.5"
96X30ET#ABU,simple,,"ts_dimensions_height=34.5,ts_dimensions_length=55.2,ts_dimensions_width=6.9"
96X31ET#ABU,simple,,"ts_dimensions_height=30.5,ts_dimensions_length=44.9,ts_dimensions_width=6.9"
96X32ET#ABU,simple,,"ts_dimensions_height=30.5,ts_dimensions_length=44.9,ts_dimensions_width=6.9"
6N4D6A5,simple,11.8,"ts_dimensions_height=16.1,ts_dimensions_length=52.7,ts_dimensions_width=82"
6N6F2A5,simple,11,"ts_dimensions_height=44.6,ts_dimensions_length=16,ts_dimensions_width=69.9"
6D8H2AA,simple,7.39,"ts_dimensions_height=42.5,ts_dimensions_length=13.7,ts_dimensions_width=68.5"
40Z32AA#ABU,simple,10.3,"ts_dimensions_height=42.1,ts_dimensions_length=19.2,ts_dimensions_width=60.3"
356D5AA,simple,5.8,"ts_dimensions_height=43,ts_dimensions_length=12.6,ts_dimensions_width=69"
34Y22AA,simple,4.7,"ts_dimensions_height=39.9,ts_dimensions_length=12.1,ts_dimensions_width=61"
2G3D3AA,simple,5.8,"ts_dimensions_height=43,ts_dimensions_length=12.6,ts_dimensions_width=69"
920-012327,simple,1.24,""
7VH44AA,simple,6.04,"ts_dimensions_height=41.5,ts_dimensions_length=16.5,ts_dimensions_width=59.8"
LVR-3MUK-SW-UK6,simple,1.3,"ts_dimensions_height=8,ts_dimensions_length=7,ts_dimensions_width=53"
SE2222H,simple,4.4,"ts_dimensions_height=35.51,ts_dimensions_length=56.59,ts_dimensions_width=12.9"
100-99280900-99,simple,,"ts_dimensions_height=13.2,ts_dimensions_length=3.5,ts_dimensions_width=11.2"
6D8H2E9,simple,7.39,"ts_dimensions_height=42.5,ts_dimensions_length=13.7,ts_dimensions_width=68.5"
65P56AA#ABB,simple,4.3,"ts_dimensions_height=38.7,ts_dimensions_length=12.1,ts_dimensions_width=56.7"
6G4E6AA#ABB,simple,0.18,"ts_dimensions_height=10.6,ts_dimensions_length=12.5,ts_dimensions_width=4.6"
D-HPED800G4-MU-T002,simple,9,"ts_dimensions_height=23,ts_dimensions_length=49.9,ts_dimensions_width=39.9"
61U3210000A3,simple,6.71,"ts_dimensions_height=26,ts_dimensions_length=19.7,ts_dimensions_width=87.2"
96X78ET#ABU,simple,,"ts_dimensions_height=30.5,ts_dimensions_length=52,ts_dimensions_width=6.9"
96X28ET#ABU,simple,,"ts_dimensions_height=30.5,ts_dimensions_length=44.9,ts_dimensions_width=6.9"
96X29ET#ABU,simple,,"ts_dimensions_height=30.5,ts_dimensions_length=44.9,ts_dimensions_width=6.9"
129UE-USBC-KVM-DOCK,simple,1.8,"ts_dimensions_height=9,ts_dimensions_length=28.5,ts_dimensions_width=16"
90MP03F0-BMUA00,simple,0.27,"ts_dimensions_height=16,ts_dimensions_length=7.5,ts_dimensions_width=11"
2TBT3-PCIE-ENCLOSURE,simple,3.4,"ts_dimensions_height=14.3,ts_dimensions_length=35.3,ts_dimensions_width=28.5"
967V4ET#ABU,simple,,"ts_dimensions_height=30.5,ts_dimensions_length=48.3,ts_dimensions_width=6.9"
967V3ET#ABU,simple,,"ts_dimensions_height=30.5,ts_dimensions_length=44.9,ts_dimensions_width=6.9"
96X27ET#ABU,simple,,"ts_dimensions_height=30.5,ts_dimensions_length=44.9,ts_dimensions_width=6.9"
967W0ET#ABU,simple,,"ts_dimensions_height=30.5,ts_dimensions_length=48.3,ts_dimensions_width=6.9"
967V9ET#ABU,simple,,"ts_dimensions_height=30.5,ts_dimensions_length=44.9,ts_dimensions_width=6.9"
7M1D5AA#ABB,simple,0.09,"ts_dimensions_height=12.7,ts_dimensions_length=4.6,ts_dimensions_width=10.8"
628D9ET#ABU,simple,12.5,"ts_dimensions_height=67.5,ts_dimensions_length=18.6,ts_dimensions_width=62.8"
623W7ET#ABU,simple,3.4,"ts_dimensions_height=13.2,ts_dimensions_length=23.5,ts_dimensions_width=49.8"
628D8ET#ABU,simple,12.5,"ts_dimensions_height=67.5,ts_dimensions_length=18.6,ts_dimensions_width=62.8"
623W9ET#ABU,simple,3.4,"ts_dimensions_height=13.2,ts_dimensions_length=23.5,ts_dimensions_width=49.8"
628X7ET#ABU,simple,7.25,"ts_dimensions_height=49.9,ts_dimensions_length=20.5,ts_dimensions_width=39.4"
628X6ET#ABU,simple,7.25,"ts_dimensions_height=49.9,ts_dimensions_length=20.5,ts_dimensions_width=39.4"
622R2ET#ABU,simple,2.95,"ts_dimensions_height=23.5,ts_dimensions_length=13.2,ts_dimensions_width=49.8"
2H5M7AA,simple,8.8,"ts_dimensions_height=52.7,ts_dimensions_length=14,ts_dimensions_width=82.3"
12JV0004UK,simple,12.4,"ts_dimensions_height=76.3,ts_dimensions_length=23.3,ts_dimensions_width=57"
6182C005,simple,0.75,"ts_dimensions_height=20,ts_dimensions_length=25,ts_dimensions_width=25"
67ABKAC4EU,simple,5.9,"ts_dimensions_height=45.2,ts_dimensions_length=12.5,ts_dimensions_width=72"
SMTL3000RMI2UCNC,simple,41.5,"ts_dimensions_height=45.8,ts_dimensions_length=98,ts_dimensions_width=60"
GR437,simple,0.29,"ts_dimensions_height=4.6,ts_dimensions_length=12.8,ts_dimensions_width=29.4"
210-BDDU,simple,14.9,""
WF1000XM5B.CE7,simple,,"ts_dimensions_height=8.8,ts_dimensions_length=5.35,ts_dimensions_width=9.8"
NSA-UK,simple,0.5,"ts_dimensions_height=16.3,ts_dimensions_length=6.7,ts_dimensions_width=17.2"
XUB2794QSU-B6,simple,6.6,"ts_dimensions_height=14.2,ts_dimensions_length=44.7,ts_dimensions_width=69.1"
PA34VCNV,simple,16.3,"ts_dimensions_height=190,ts_dimensions_length=52,ts_dimensions_width=108"
PA169CDV,simple,5.95,"ts_dimensions_height=10.75,ts_dimensions_length=32.3,ts_dimensions_width=53.9"
MB16AHV,simple,2.1,"ts_dimensions_height=29.7,ts_dimensions_length=11.4,ts_dimensions_width=45"
XU2794QSU-B6,simple,5.1,"ts_dimensions_height=12.5,ts_dimensions_length=46.5,ts_dimensions_width=68.8"
LS57CG952NUXXU,simple,26.8,"ts_dimensions_height=42,ts_dimensions_length=55.7,ts_dimensions_width=145.5"
63D1RAT1UK,simple,14.4,"ts_dimensions_height=52.5,ts_dimensions_length=14.8,ts_dimensions_width=95"
7VH95AA,simple,7,"ts_dimensions_height=49.86,ts_dimensions_length=21.16,ts_dimensions_width=62.01"
640-95,simple,17.5,"ts_dimensions_height=30,ts_dimensions_length=62,ts_dimensions_width=75"
VA2408-MHDB,simple,4.4,"ts_dimensions_height=40,ts_dimensions_length=12,ts_dimensions_width=60.5"
640-96,simple,18,"ts_dimensions_height=30,ts_dimensions_length=62,ts_dimensions_width=75"
E9PD7LD01EZ2,simple,4.2,""
VPC-A31-O1,simple,1.2,""
VG3456C,simple,14.7,"ts_dimensions_height=48.2,ts_dimensions_length=28,ts_dimensions_width=92"
32118,simple,0.03,"ts_dimensions_length=13.8,ts_dimensions_width=13.6"
VG2408A-MHD,simple,6.8,"ts_dimensions_height=39.8,ts_dimensions_length=17.2,ts_dimensions_width=60.9"
GR5D3,simple,0.47,"ts_dimensions_height=4.2,ts_dimensions_length=11.8,ts_dimensions_width=28.2"
XG259QN,simple,7.4,"ts_dimensions_height=47.2,ts_dimensions_length=21,ts_dimensions_width=66"
VG2708A-MHD,simple,7.7,"ts_dimensions_height=45.6,ts_dimensions_length=16.7,ts_dimensions_width=67.9"
VG2708A,simple,7.7,"ts_dimensions_height=45.6,ts_dimensions_length=16.7,ts_dimensions_width=67.9"
VG3419C,simple,13.5,"ts_dimensions_height=52.6,ts_dimensions_length=22.4,ts_dimensions_width=98"
VG2408A,simple,6.8,"ts_dimensions_height=39.8,ts_dimensions_length=17.2,ts_dimensions_width=60.9"
943-000806,simple,0.6,"ts_dimensions_height=41.4,ts_dimensions_length=9,ts_dimensions_width=9"
P2DD46A2-KVM-SWITCH,simple,1.3,"ts_dimensions_height=19.2,ts_dimensions_length=27,ts_dimensions_width=16"
VY229Q,simple,4.31,"ts_dimensions_height=41.2,ts_dimensions_length=13.3,ts_dimensions_width=56.5"
63B2MAT6UK,simple,7.3,"ts_dimensions_height=42.1,ts_dimensions_length=15,ts_dimensions_width=59.2"
100-99280901-99,simple,,"ts_dimensions_height=13.2,ts_dimensions_length=3.5,ts_dimensions_width=11.2"
38348,simple,0.54,"ts_dimensions_height=9.5,ts_dimensions_length=13.3,ts_dimensions_width=15.2"
90YE00L6-B0NA00,simple,4.9,"ts_dimensions_height=13.5,ts_dimensions_length=28.7,ts_dimensions_width=33.9"
90MP0320-BMUA00,simple,0.17,"ts_dimensions_height=5.5,ts_dimensions_length=11,ts_dimensions_width=15.3"
90MP03G0-BPUA00,simple,0.61,"ts_dimensions_height=41,ts_dimensions_length=9,ts_dimensions_width=9"
34CN650N-6N.AEK,simple,12,"ts_dimensions_height=49,ts_dimensions_length=24.1,ts_dimensions_width=94"
6T2A2EA#ABU,simple,,"ts_dimensions_height=30.5,ts_dimensions_length=52,ts_dimensions_width=6.9"
PRO MP275,simple,5.17,"ts_dimensions_height=44.8,ts_dimensions_length=12.8,ts_dimensions_width=68.8"
816R4EA#ABU,simple,,"ts_dimensions_height=30.5,ts_dimensions_length=48.3,ts_dimensions_width=6.9"
5Z579ES#ABU,simple,,"ts_dimensions_height=30.5,ts_dimensions_length=48.3,ts_dimensions_width=6.9"
VG34VQL3A,simple,11.3,"ts_dimensions_height=49.5,ts_dimensions_length=28,ts_dimensions_width=91.5"
XUB2794HSU-B6,simple,6.6,"ts_dimensions_height=14.2,ts_dimensions_length=44.7,ts_dimensions_width=69.1"
90XB08L0-BBP020,simple,,"ts_dimensions_height=33,ts_dimensions_length=60,ts_dimensions_width=46"
QAU-00069,simple,0.49,"ts_dimensions_height=7.2,ts_dimensions_length=17.8,ts_dimensions_width=17.7"
SM-R400NZAAEUA,simple,0.15,"ts_dimensions_height=9.54,ts_dimensions_length=4.2,ts_dimensions_width=8.63"
SM-R400NZWAEUA,simple,0.15,"ts_dimensions_height=9.54,ts_dimensions_length=4.2,ts_dimensions_width=8.63"
TUPS031,simple,1.21,""
TUPS032,simple,1.21,""
83E1000MUK,simple,2.76,"ts_dimensions_height=17,ts_dimensions_length=24.2,ts_dimensions_width=48.5"
4CF02AA#ABB,simple,0.84,"ts_dimensions_height=44.5,ts_dimensions_length=14.5,ts_dimensions_width=4"
73425,simple,0.06,"ts_dimensions_height=4.5,ts_dimensions_length=10,ts_dimensions_width=8"
43378,simple,1.73,"ts_dimensions_height=34.5,ts_dimensions_length=34,ts_dimensions_width=45"
38368,simple,0.19,"ts_dimensions_height=2.7,ts_dimensions_length=7,ts_dimensions_width=6.5"
38362,simple,0.18,"ts_dimensions_height=6.5,ts_dimensions_length=10.5,ts_dimensions_width=14.6"
38349,simple,0.94,"ts_dimensions_height=18.5,ts_dimensions_length=7.5,ts_dimensions_width=24.5"
38363,simple,0.17,"ts_dimensions_height=6.5,ts_dimensions_length=10.5,ts_dimensions_width=14.6"
43377,simple,0.2,"ts_dimensions_height=17.4,ts_dimensions_length=4.6,ts_dimensions_width=10.3"
UNIVK-LAPTOP-LOCK,simple,,"ts_dimensions_height=2,ts_dimensions_length=18,ts_dimensions_width=15"
885M1EA#ABU,simple,3.4,"ts_dimensions_height=13.2,ts_dimensions_length=23.5,ts_dimensions_width=49.8"
885M2EA#ABU,simple,3.4,"ts_dimensions_height=13.2,ts_dimensions_length=23.5,ts_dimensions_width=49.8"
6U4R9EA#ABU,simple,7.25,"ts_dimensions_height=49.9,ts_dimensions_length=20.5,ts_dimensions_width=39.4"
86C97EA#ABU,simple,9.24,"ts_dimensions_height=49.9,ts_dimensions_length=40,ts_dimensions_width=28.7"
6U4R8EA#ABU,simple,7.25,"ts_dimensions_height=49.9,ts_dimensions_length=20.5,ts_dimensions_width=39.4"
S37-4300010-SV1,simple,0.73,""
DS-55529,simple,0.97,"ts_dimensions_height=8,ts_dimensions_length=17.7,ts_dimensions_width=24"
DS-55530,simple,0.35,"ts_dimensions_height=7.7,ts_dimensions_length=15,ts_dimensions_width=11.7"
VA27DQF,simple,6.3,"ts_dimensions_height=44.5,ts_dimensions_length=15.1,ts_dimensions_width=68.4"
VZ27EHF-W,simple,5.19,"ts_dimensions_height=53.2,ts_dimensions_length=12.4,ts_dimensions_width=67.8"
819F9EA#ABU,simple,,"ts_dimensions_height=30.5,ts_dimensions_length=44.9,ts_dimensions_width=6.9"
5RD65AA,simple,4.05,"ts_dimensions_height=34.9,ts_dimensions_length=13.6,ts_dimensions_width=54.3"
UC2324,simple,0.59,"ts_dimensions_height=16,ts_dimensions_length=23.9,ts_dimensions_width=5.9"
1C4Z5AT,simple,7.6,"ts_dimensions_height=14.2,ts_dimensions_length=41.5,ts_dimensions_width=62.5"
939-002071,simple,0.56,"ts_dimensions_height=19.3,ts_dimensions_length=22.7,ts_dimensions_width=9.4"
E131375,simple,4.62,"ts_dimensions_height=33.1,ts_dimensions_length=17.5,ts_dimensions_width=47"
WHM631,simple,,"ts_dimensions_height=5.8,ts_dimensions_length=10,ts_dimensions_width=15"
C2-H46-UC2-PD-KVM,simple,0.44,"ts_dimensions_height=8.5,ts_dimensions_length=17.2,ts_dimensions_width=12"
KD32W800P1U,simple,7,"ts_dimensions_height=51.6,ts_dimensions_length=14.2,ts_dimensions_width=80.1"
9VF96AT,simple,8,"ts_dimensions_height=48.98,ts_dimensions_length=20.7,ts_dimensions_width=52.16"
8MB10AA,simple,5.59,"ts_dimensions_height=46.33,ts_dimensions_length=21.16,ts_dimensions_width=54.06"
6Y7L2AA,simple,0.26,"ts_dimensions_height=6.3,ts_dimensions_length=10.6,ts_dimensions_width=12.4"
678U8AA,simple,11.3,"ts_dimensions_height=46.9,ts_dimensions_length=22,ts_dimensions_width=69.2"
2D9K1E9,simple,4.7,"ts_dimensions_height=39.9,ts_dimensions_length=12.1,ts_dimensions_width=61"
66F3GAC2UK,simple,8,"ts_dimensions_height=46.3,ts_dimensions_length=16.2,ts_dimensions_width=78.9"
5W627EA#ABU,simple,3.4,"ts_dimensions_height=13.2,ts_dimensions_length=23.5,ts_dimensions_width=49.8"
55020BGU,simple,,"ts_dimensions_height=6.5,ts_dimensions_length=12,ts_dimensions_width=12"
55020BGV,simple,,"ts_dimensions_height=6.5,ts_dimensions_length=12,ts_dimensions_width=12"
55020BJB,simple,,"ts_dimensions_height=6.5,ts_dimensions_length=12,ts_dimensions_width=12"
55020BJA,simple,,"ts_dimensions_height=6.5,ts_dimensions_length=12,ts_dimensions_width=12"
63F2RAT3EU,simple,15.5,"ts_dimensions_height=47.5,ts_dimensions_length=22,ts_dimensions_width=93.7"
63A5GAR6EU,simple,8.9,"ts_dimensions_height=16.1,ts_dimensions_length=48,ts_dimensions_width=60.4"
8A3P2EA#ABU,simple,,"ts_dimensions_height=30.5,ts_dimensions_length=44.9,ts_dimensions_width=6.9"
67B8GACBUK,simple,8.1,"ts_dimensions_height=42,ts_dimensions_length=18.8,ts_dimensions_width=64.7"
6VY96AA,simple,0.14,"ts_dimensions_height=4.7,ts_dimensions_length=7.8,ts_dimensions_width=12.9"
7B0V0EA#ABU,simple,7.92,"ts_dimensions_height=22.8,ts_dimensions_length=49.9,ts_dimensions_width=39.9"
4XC1M72796,simple,0.03,"ts_dimensions_width=5.3"
4X21M37469,simple,0.75,"ts_dimensions_height=5.3,ts_dimensions_length=11,ts_dimensions_width=26.4"
G733PYV-LL046W,simple,4.29,"ts_dimensions_height=35.5,ts_dimensions_length=49,ts_dimensions_width=9"
S3423DWC,simple,15.2,"ts_dimensions_height=44.96,ts_dimensions_length=94.23,ts_dimensions_width=22.35"
6U4M0EA#ABU,simple,7.25,"ts_dimensions_height=49.9,ts_dimensions_length=20.5,ts_dimensions_width=39.4"
X1502ZA-EJ465W,simple,3.16,"ts_dimensions_height=28.8,ts_dimensions_length=48.1,ts_dimensions_width=6.5"
SRSXB100B.CE7,simple,0.37,"ts_dimensions_height=9.8,ts_dimensions_length=12.8,ts_dimensions_width=9.6"
NH.QFJEK.005,simple,4.05,"ts_dimensions_height=34.1,ts_dimensions_length=54.3,ts_dimensions_width=8"
SRSXB100H.CE7,simple,0.37,"ts_dimensions_height=9.8,ts_dimensions_length=12.8,ts_dimensions_width=9.6"
NX.KP4EK.004,simple,2.4,"ts_dimensions_height=28.8,ts_dimensions_length=45.7,ts_dimensions_width=6.5"
SRSXB100L.CE7,simple,0.36,"ts_dimensions_height=8.6,ts_dimensions_length=12,ts_dimensions_width=8"
SRSXB100D.CE7,simple,0.37,"ts_dimensions_height=12,ts_dimensions_length=8.6,ts_dimensions_width=8.6"
8A5W0EA#ABU,simple,,"ts_dimensions_height=30.5,ts_dimensions_length=44.9,ts_dimensions_width=6.9"
8A5V9EA#ABU,simple,,"ts_dimensions_height=30.5,ts_dimensions_length=44.9,ts_dimensions_width=6.9"
8A477EA#ABU,simple,,"ts_dimensions_height=30.5,ts_dimensions_length=48.3,ts_dimensions_width=6.9"
8A5W7EA#ABU,simple,,"ts_dimensions_height=30.5,ts_dimensions_length=48.3,ts_dimensions_width=6.9"
55036939,simple,0.08,"ts_dimensions_height=10,ts_dimensions_length=2.4,ts_dimensions_width=10"
6N4E2AT,simple,10.9,"ts_dimensions_height=44.6,ts_dimensions_length=16,ts_dimensions_width=69.9"
6N4E2AT#ABB,simple,10.9,"ts_dimensions_height=44.6,ts_dimensions_length=16,ts_dimensions_width=66.9"
6N6F2AT,simple,11,"ts_dimensions_height=44.6,ts_dimensions_length=16,ts_dimensions_width=69.9"
6N4C4AT,simple,10.1,"ts_dimensions_height=16,ts_dimensions_length=44.6,ts_dimensions_width=69.9"
6N6E9AT,simple,7.6,"ts_dimensions_height=40,ts_dimensions_length=14,ts_dimensions_width=62.1"
453D2AA,simple,3.41,"ts_dimensions_height=36.71,ts_dimensions_length=18.1,ts_dimensions_width=50.43"
453D2AT,simple,3.41,"ts_dimensions_height=36.71,ts_dimensions_length=18.1,ts_dimensions_width=50.43"
40Z26AT,simple,17.7,"ts_dimensions_height=48.1,ts_dimensions_length=28.1,ts_dimensions_width=90.5"
40Z32AT#ABB,simple,10.3,"ts_dimensions_height=42.1,ts_dimensions_length=19.2,ts_dimensions_width=60.3"
40Z32AT,simple,10.3,"ts_dimensions_height=42.1,ts_dimensions_length=19.2,ts_dimensions_width=60.3"
2D9K1AA,simple,4.7,"ts_dimensions_height=39.9,ts_dimensions_length=12.1,ts_dimensions_width=61"
189T0AT#ABB,simple,8.89,"ts_dimensions_height=49.49,ts_dimensions_length=20.7,ts_dimensions_width=53.94"
189T0AT,simple,8.89,"ts_dimensions_height=39.2,ts_dimensions_length=22.3,ts_dimensions_width=61.1"
V52HD,simple,4.7,"ts_dimensions_height=15.5,ts_dimensions_length=28,ts_dimensions_width=40"
WF1000XM5S.CE7,simple,,"ts_dimensions_height=8.8,ts_dimensions_length=5.35,ts_dimensions_width=9.8"
SMC2000I-2U,simple,30.2,"ts_dimensions_height=25,ts_dimensions_length=60,ts_dimensions_width=59"
6E6F0AA,simple,0.26,"ts_dimensions_height=5.58,ts_dimensions_length=15,ts_dimensions_width=10.5"
883X2EA#ABU,simple,2.95,"ts_dimensions_height=13.2,ts_dimensions_length=23.5,ts_dimensions_width=49.8"
8R520EA#ABU,simple,2.21,"ts_dimensions_height=30.5,ts_dimensions_length=52,ts_dimensions_width=6.9"
SM-R935FZKAEUA,simple,0.18,"ts_dimensions_height=3.09,ts_dimensions_length=6.05,ts_dimensions_width=28.21"
SM-R965FZKAEUA,simple,0.22,"ts_dimensions_height=3.09,ts_dimensions_length=6.05,ts_dimensions_width=28.21"
DN-170123,simple,44.2,""
DN-170121,simple,25.1,""
817A7EA#ABU,simple,,"ts_dimensions_height=30.5,ts_dimensions_length=48.3,ts_dimensions_width=6.9"
38347,simple,0.54,"ts_dimensions_height=13.3,ts_dimensions_length=9.5,ts_dimensions_width=15.2"
1GF018UPA1L05,simple,,"ts_dimensions_height=3.2,ts_dimensions_length=12.6,ts_dimensions_width=12.4"
2269-PRIVACY-SCREEN,simple,0.36,"ts_dimensions_height=0.04,ts_dimensions_length=48.7,ts_dimensions_width=56"
156L-PRIVACY-SCREEN,simple,0.17,"ts_dimensions_height=0.2,ts_dimensions_length=24.5,ts_dimensions_width=38.5"
12JD0030UK,simple,7.5,"ts_dimensions_height=53,ts_dimensions_length=39.5,ts_dimensions_width=24.5"
