sku,product_type,weight,additional_attributes
RHMT2005B,simple,12.7,"ts_dimensions_height=30.9,ts_dimensions_length=39.6,ts_dimensions_width=52.3"
RHEM2301S,simple,15.2,"ts_dimensions_height=37.7,ts_dimensions_length=44.9,ts_dimensions_width=57.9"
RHM2026C,simple,13.5,"ts_dimensions_height=32.7,ts_dimensions_length=40.5,ts_dimensions_width=50.3"
CLA60NGFCR/C,simple,57.3,"ts_dimensions_height=92.2,ts_dimensions_length=64.5,ts_dimensions_width=68.4"
CLA60NGFBL/C,simple,57.3,"ts_dimensions_height=92.2,ts_dimensions_length=64.5,ts_dimensions_width=68.4"
CLA60EICR/C,simple,47,"ts_dimensions_height=92.2,ts_dimensions_length=64.5,ts_dimensions_width=68.4"
CLA60DFFCR/C,simple,47,"ts_dimensions_height=92.2,ts_dimensions_length=64.5,ts_dimensions_width=68.4"
PROPL60ECSS/C,simple,47,"ts_dimensions_height=92.2,ts_dimensions_length=64.5,ts_dimensions_width=68.4"
PROPL60EISS/C,simple,47,"ts_dimensions_height=92.2,ts_dimensions_length=64.5,ts_dimensions_width=68.4"
PROPL60ECBL/C,simple,47,"ts_dimensions_height=92.2,ts_dimensions_length=64.5,ts_dimensions_width=68.4"
PROPL60EIBL/C,simple,47,"ts_dimensions_height=92.2,ts_dimensions_length=64.5,ts_dimensions_width=68.4"
CLA60EIBL/C,simple,47,"ts_dimensions_height=92.2,ts_dimensions_length=64.5,ts_dimensions_width=68.4"
EDDLO110DFGBLK/CM1,simple,149.5,"ts_dimensions_height=100.6,ts_dimensions_length=72,ts_dimensions_width=119.9"
EDDL100DFGBLK/CM1,simple,136.9,"ts_dimensions_height=100.6,ts_dimensions_length=72,ts_dimensions_width=109.7"
WBE660S-EU0101F,simple,2.04,"ts_dimensions_height=9.3,ts_dimensions_length=23.1,ts_dimensions_width=37.7"
ER8411,simple,3.68,"ts_dimensions_height=10,ts_dimensions_length=52.8,ts_dimensions_width=33.6"
HL1212WVBZU1,simple,8.11,"ts_dimensions_height=47.4,ts_dimensions_length=36.3,ts_dimensions_width=43"
8T2A8EA#ABU,simple,9.24,"ts_dimensions_height=49.9,ts_dimensions_length=40,ts_dimensions_width=28.7"
8S9Q3EA#ABU,simple,,"ts_dimensions_height=34.5,ts_dimensions_length=6.9,ts_dimensions_width=55.2"
2X-047G,simple,0.33,"ts_dimensions_height=5,ts_dimensions_length=10.2,ts_dimensions_width=8.5"
2X-046G,simple,0.42,"ts_dimensions_height=16,ts_dimensions_length=11.9,ts_dimensions_width=5.9"
2X-045G,simple,0.28,"ts_dimensions_height=16,ts_dimensions_length=23.9,ts_dimensions_width=5.9"
2X-044G,simple,0.44,"ts_dimensions_height=12.9,ts_dimensions_length=12.4,ts_dimensions_width=4.2"
2X-043G,simple,0.18,"ts_dimensions_height=12.9,ts_dimensions_length=12.4,ts_dimensions_width=4.2"
2X-031G,simple,0.36,"ts_dimensions_height=16,ts_dimensions_length=11.9,ts_dimensions_width=5.9"
2UN30AA#UUZ,simple,0.6,"ts_dimensions_height=3,ts_dimensions_length=17,ts_dimensions_width=46.5"
2R7F4A#B19,simple,7.6,"ts_dimensions_height=29.1,ts_dimensions_length=33.1,ts_dimensions_width=43.2"
2PASTSC-WALL-MOUNT,simple,15.2,"ts_dimensions_height=16.3,ts_dimensions_length=50.6,ts_dimensions_width=96.5"
2MC1S-MONITOR-STAND,simple,5.2,"ts_dimensions_height=11,ts_dimensions_length=27.5,ts_dimensions_width=43.5"
2M2-REMOVABLE-PCIE,simple,0.5,"ts_dimensions_height=4.6,ts_dimensions_length=15.1,ts_dimensions_width=23"
2L-7D02UHX5,simple,0.4,""
2L-7D02UHX4,simple,0.29,""
2L-7D02UDX2,simple,0.36,""
2L-7D02H21,simple,0.12,""
2K-0001,simple,1.01,"ts_dimensions_height=8.2,ts_dimensions_length=70.3,ts_dimensions_width=11.2"
2HU84AA#ABB,simple,0.14,"ts_dimensions_height=5.4,ts_dimensions_length=14.1,ts_dimensions_width=19.7"
2HU84AA,simple,0.14,"ts_dimensions_height=5.4,ts_dimensions_length=14.1,ts_dimensions_width=19.7"
2HU83AA#ABB,simple,0.14,"ts_dimensions_height=5.4,ts_dimensions_length=14.1,ts_dimensions_width=19.7"
2F2L4AA,simple,0.21,"ts_dimensions_height=1,ts_dimensions_length=31,ts_dimensions_width=37"
2F2K6AA,simple,0.24,"ts_dimensions_height=1,ts_dimensions_length=32.5,ts_dimensions_width=40"
2F1X4AA,simple,0.21,"ts_dimensions_height=1,ts_dimensions_length=31,ts_dimensions_width=37"
2E6V0AA,simple,0.26,"ts_dimensions_length=27.1,ts_dimensions_width=40.7"
2DW52AA,simple,0.45,"ts_dimensions_height=8.5,ts_dimensions_length=13.5,ts_dimensions_width=28.5"
2D9J9E9#ABB,simple,4.1,"ts_dimensions_height=35.5,ts_dimensions_length=11.8,ts_dimensions_width=55"
2D9J9E9,simple,4.1,"ts_dimensions_height=35.5,ts_dimensions_length=11.8,ts_dimensions_width=55"
2D9J9AA#ABB,simple,4.1,"ts_dimensions_height=35.5,ts_dimensions_length=11.8,ts_dimensions_width=55"
2D9J9AA,simple,4.1,"ts_dimensions_height=35.5,ts_dimensions_length=11.8,ts_dimensions_width=55"
2D799AA#ABB,simple,0.26,"ts_dimensions_height=9.5,ts_dimensions_length=9.5,ts_dimensions_width=10"
2D799AA,simple,0.26,"ts_dimensions_height=9.5,ts_dimensions_length=9.5,ts_dimensions_width=10"
29S0600,simple,4.9,"ts_dimensions_height=18.8,ts_dimensions_length=44.8,ts_dimensions_width=43"
27US550-W.AEK,simple,7.3,"ts_dimensions_height=16.7,ts_dimensions_length=44.7,ts_dimensions_width=69"
27M2N5500/00,simple,9.53,"ts_dimensions_height=47.8,ts_dimensions_length=18.8,ts_dimensions_width=73"
27M2N3500NL/00,simple,6.88,"ts_dimensions_height=42,ts_dimensions_length=14.1,ts_dimensions_width=69"
27M2N3201A/00,simple,9.15,"ts_dimensions_height=47.8,ts_dimensions_length=18.8,ts_dimensions_width=73"
27M2N3200A/00,simple,9.46,"ts_dimensions_height=47.8,ts_dimensions_length=18.8,ts_dimensions_width=73"
27M2C5501/00,simple,9.16,"ts_dimensions_height=48,ts_dimensions_length=18.8,ts_dimensions_width=78.5"
27M2C5500W/00,simple,10.3,"ts_dimensions_height=48.3,ts_dimensions_length=19,ts_dimensions_width=78.5"
27M2C5201L/00,simple,7.72,"ts_dimensions_height=44.5,ts_dimensions_length=16.1,ts_dimensions_width=73"
27M2C5200W/00,simple,9.15,"ts_dimensions_height=48,ts_dimensions_length=18.8,ts_dimensions_width=78.5"
27GS85Q-B.AEK,simple,8.6,"ts_dimensions_height=49.8,ts_dimensions_length=18.4,ts_dimensions_width=69.1"
27GS60QC-B.AEKQ,simple,6.3,"ts_dimensions_height=43.5,ts_dimensions_length=16,ts_dimensions_width=68.5"
27GS50F-B.AEKQ,simple,5.9,"ts_dimensions_height=43.5,ts_dimensions_length=15.6,ts_dimensions_width=77.6"
27E1N1900AE/00,simple,8.68,"ts_dimensions_height=44.7,ts_dimensions_length=16,ts_dimensions_width=78"
27BA850-B.AEK,simple,10.8,"ts_dimensions_height=18.9,ts_dimensions_length=54.7,ts_dimensions_width=72.1"
27BA750-B.AEK,simple,10.7,"ts_dimensions_height=18.9,ts_dimensions_length=54.7,ts_dimensions_width=72.1"
27BA650-B.AEK,simple,10.7,"ts_dimensions_height=18.9,ts_dimensions_length=54.7,ts_dimensions_width=72.1"
27BA450-B.AEKQ,simple,8.55,"ts_dimensions_height=16.5,ts_dimensions_length=48.8,ts_dimensions_width=73.9"
27B2G5601/00,simple,10.3,"ts_dimensions_height=44.5,ts_dimensions_length=15.9,ts_dimensions_width=73"
27B2G5200/00,simple,9.46,"ts_dimensions_height=44.5,ts_dimensions_length=15.9,ts_dimensions_width=73"
27B1U5601H/00,simple,10.9,"ts_dimensions_height=47.1,ts_dimensions_length=19.3,ts_dimensions_width=73"
27B1U3900/00,simple,10.1,"ts_dimensions_height=47.1,ts_dimensions_length=19.3,ts_dimensions_width=73"
27B1N3800/00,simple,9.28,"ts_dimensions_height=45.6,ts_dimensions_length=21.5,ts_dimensions_width=70"
276B1/00,simple,10.9,"ts_dimensions_height=47.1,ts_dimensions_length=19.3,ts_dimensions_width=73"
2769A-PRIVACY-SCREEN,simple,1.3,"ts_dimensions_height=4,ts_dimensions_length=71.3,ts_dimensions_width=43.9"
275V8LA/00,simple,6.45,"ts_dimensions_height=45.3,ts_dimensions_length=14.1,ts_dimensions_width=73"
275B1H/00,simple,9.7,"ts_dimensions_height=45.6,ts_dimensions_length=21.5,ts_dimensions_width=70"
272S1M/00,simple,9.45,"ts_dimensions_height=45.6,ts_dimensions_length=21.5,ts_dimensions_width=70"
26699-999-899,simple,,"ts_dimensions_height=11.2,ts_dimensions_length=4.55,ts_dimensions_width=22.5"
265D9A6,simple,0.08,"ts_dimensions_length=8.05"
265A9A6,simple,0.08,"ts_dimensions_length=8.05"
2602A001,simple,0.23,""
25119,simple,0.65,"ts_dimensions_height=4.5,ts_dimensions_length=15.5,ts_dimensions_width=16.5"
25039,simple,0.04,"ts_dimensions_height=2,ts_dimensions_length=4.5,ts_dimensions_width=11.5"
24WF2F53DB,simple,,"ts_dimensions_height=46.1,ts_dimensions_length=14.9,ts_dimensions_width=70.4"
24MS550-B.AEK,simple,4.5,"ts_dimensions_height=40.4,ts_dimensions_length=17.5,ts_dimensions_width=60.7"
24M2N3201A/00,simple,7.38,"ts_dimensions_height=42,ts_dimensions_length=18.8,ts_dimensions_width=73"
24M2N3200A/00,simple,5.75,"ts_dimensions_height=52.6,ts_dimensions_length=16.4,ts_dimensions_width=60"
24GS50F-B.AEKQ,simple,5.3,"ts_dimensions_height=40,ts_dimensions_length=15.6,ts_dimensions_width=71"
24E1N1100A/00,simple,4.68,"ts_dimensions_height=37,ts_dimensions_length=12.4,ts_dimensions_width=61"
24BA850-B.AEK,simple,8.4,"ts_dimensions_height=18.4,ts_dimensions_length=49.1,ts_dimensions_width=61.3"
24BA750-B.AEK,simple,8.3,"ts_dimensions_height=18.4,ts_dimensions_length=49.1,ts_dimensions_width=61.3"
24BA650-B.AEK,simple,8.3,"ts_dimensions_height=18.4,ts_dimensions_length=49.1,ts_dimensions_width=61.3"
24B2G5301/00,simple,7.84,"ts_dimensions_height=38.5,ts_dimensions_length=13.9,ts_dimensions_width=61.5"
24B1U5301H/00,simple,8.32,"ts_dimensions_height=40.6,ts_dimensions_length=19.8,ts_dimensions_width=60"
2461A-PRIVACY-SCREEN,simple,1.1,"ts_dimensions_height=4,ts_dimensions_length=60.2,ts_dimensions_width=38.9"
2461-ANTI-BLUE-LIGHT,simple,0.35,"ts_dimensions_height=0.4,ts_dimensions_length=37,ts_dimensions_width=57.7"
243V7QDSB/00,simple,4.82,"ts_dimensions_height=46.5,ts_dimensions_length=11.5,ts_dimensions_width=58.8"
242S9JML/00,simple,7.15,"ts_dimensions_height=42,ts_dimensions_length=13.9,ts_dimensions_width=73"
242S1AE/00,simple,7.91,"ts_dimensions_height=43.5,ts_dimensions_length=18,ts_dimensions_width=62.5"
242B1H/00,simple,7.66,"ts_dimensions_height=46.5,ts_dimensions_length=19.8,ts_dimensions_width=73"
241E1SC/00,simple,4.97,"ts_dimensions_height=47.5,ts_dimensions_length=15.4,ts_dimensions_width=59.5"
24189-999-899,simple,,"ts_dimensions_height=21.7,ts_dimensions_length=5.5,ts_dimensions_width=18.85"
24189-889-889,simple,,"ts_dimensions_height=21.7,ts_dimensions_length=5.5,ts_dimensions_width=18.85"
238A-PRIVACY-SCREEN,simple,1.1,"ts_dimensions_height=4,ts_dimensions_length=60.2,ts_dimensions_width=38.9"
235N8AA#ABB,simple,0.16,"ts_dimensions_height=3.7,ts_dimensions_length=9.5,ts_dimensions_width=15.5"
23189-999-979,simple,,"ts_dimensions_height=4,ts_dimensions_length=17,ts_dimensions_width=21.3"
23189-989-979,simple,,"ts_dimensions_height=4,ts_dimensions_length=17,ts_dimensions_width=21.3"
222S9JML/00,simple,6.73,"ts_dimensions_height=42,ts_dimensions_length=14.1,ts_dimensions_width=69"
222S1AE/00,simple,7.11,"ts_dimensions_height=18.4,ts_dimensions_length=38,ts_dimensions_width=56.5"
2201-52889-001,simple,0.3,"ts_dimensions_height=5.5,ts_dimensions_length=21,ts_dimensions_width=19"
21Y56AA#ABB,simple,16.7,"ts_dimensions_height=48,ts_dimensions_length=22.5,ts_dimensions_width=95"
2163,simple,0.52,"ts_dimensions_height=11.5,ts_dimensions_length=13,ts_dimensions_width=13.7"
216065-02,simple,0.19,"ts_dimensions_height=4.2,ts_dimensions_length=13,ts_dimensions_width=10"
214011-101,simple,0.26,"ts_dimensions_height=20.7,ts_dimensions_length=5.6,ts_dimensions_width=18.5"
210-AXMB,simple,8.6,"ts_dimensions_height=42.7,ts_dimensions_length=13.99,ts_dimensions_width=72.31"
210-AWLE,simple,7.3,"ts_dimensions_height=42,ts_dimensions_length=60.8,ts_dimensions_width=16.7"
20X24AA,simple,0.91,"ts_dimensions_height=18.7,ts_dimensions_length=41.9,ts_dimensions_width=7.62"
20N20Y0,simple,0.86,"ts_dimensions_height=12.5,ts_dimensions_length=40,ts_dimensions_width=12.5"
20N20M0,simple,0.86,"ts_dimensions_height=12.5,ts_dimensions_length=40,ts_dimensions_width=12.5"
20G06A#B19,simple,7.3,"ts_dimensions_height=49.9,ts_dimensions_length=24.5,ts_dimensions_width=60"
20G05A#B19,simple,7.3,"ts_dimensions_height=49.9,ts_dimensions_length=24.5,ts_dimensions_width=60"
20797-999-989,simple,,"ts_dimensions_height=4.1,ts_dimensions_length=20.8,ts_dimensions_width=11.5"
20797-999-899,simple,,"ts_dimensions_height=4.1,ts_dimensions_length=13.7,ts_dimensions_width=11.5"
20797-999-889,simple,,"ts_dimensions_height=4.1,ts_dimensions_length=20.8,ts_dimensions_width=11.5"
201F8AA,simple,0.26,"ts_dimensions_height=3.9,ts_dimensions_length=18.4,ts_dimensions_width=23.2"
2010377 - KTO,simple,0.35,"ts_dimensions_height=2.41,ts_dimensions_length=1,ts_dimensions_width=3.94"
2010377,simple,0.12,"ts_dimensions_height=5.2,ts_dimensions_length=24.9,ts_dimensions_width=5.2"
2010376 - KTO,simple,0.35,"ts_dimensions_height=2.41,ts_dimensions_length=1,ts_dimensions_width=3.94"
2010376,simple,0.12,"ts_dimensions_height=5.1,ts_dimensions_length=24.9,ts_dimensions_width=5.2"
2010365 - KTO,simple,0.53,"ts_dimensions_height=2.41,ts_dimensions_length=1,ts_dimensions_width=3.94"
2010365,simple,0.18,"ts_dimensions_height=0.2,ts_dimensions_length=23.7,ts_dimensions_width=33"
2010364 - KTO,simple,2.1,"ts_dimensions_height=2.1,ts_dimensions_length=43.7,ts_dimensions_width=56.4"
2010364,simple,0.17,"ts_dimensions_height=0.25,ts_dimensions_length=23.8,ts_dimensions_width=33.1"
2010363 - KTO,simple,0.53,"ts_dimensions_height=2.41,ts_dimensions_length=1,ts_dimensions_width=3.94"
2010363,simple,0.18,"ts_dimensions_height=0.2,ts_dimensions_length=23.7,ts_dimensions_width=33"
2010362 - KTO,simple,0.53,"ts_dimensions_height=2.41,ts_dimensions_length=1,ts_dimensions_width=3.94"
2010362,simple,0.16,"ts_dimensions_height=0.7,ts_dimensions_length=33.1,ts_dimensions_width=23.9"
2010361 - KTO,simple,0.52,"ts_dimensions_height=2.41,ts_dimensions_length=1,ts_dimensions_width=3.94"
2010351 - KTO,simple,0.6,"ts_dimensions_height=1.5,ts_dimensions_length=51.6,ts_dimensions_width=33"
2010351,simple,0.13,"ts_dimensions_height=0.25,ts_dimensions_length=23.8,ts_dimensions_width=33.1"
2007711 - KTO,simple,0.36,"ts_dimensions_height=3.31,ts_dimensions_length=1,ts_dimensions_width=3.57"
2007696 - KTO,simple,0.28,"ts_dimensions_height=2.41,ts_dimensions_length=1,ts_dimensions_width=3.94"
2007472,simple,0.81,"ts_dimensions_height=9.4,ts_dimensions_length=19.2,ts_dimensions_width=15.2"
1Y4D0UT#ABU,simple,0.84,"ts_dimensions_height=4.4,ts_dimensions_length=22,ts_dimensions_width=45.6"
1Y4D0UT#ABB,simple,0.84,"ts_dimensions_height=4.4,ts_dimensions_length=22,ts_dimensions_width=45.6"
1PV88A#B19,simple,22.6,"ts_dimensions_height=46.5,ts_dimensions_length=49.7,ts_dimensions_width=67.1"
1P6FFCN-USB-SERIAL,simple,0.1,"ts_dimensions_height=20,ts_dimensions_length=22,ts_dimensions_width=0.1"
1P6FFC-USB-SERIAL,simple,0.1,"ts_dimensions_height=20,ts_dimensions_length=0.1,ts_dimensions_width=22"
1MP1ACG-MONITOR-ARM,simple,3.8,"ts_dimensions_height=46.2,ts_dimensions_length=13.6,ts_dimensions_width=29"
1MFSW-MONITOR-RISER,simple,2.6,"ts_dimensions_height=5.9,ts_dimensions_length=28.4,ts_dimensions_width=64.7"
1JS09A4R,simple,7.2,"ts_dimensions_height=27.3,ts_dimensions_length=42,ts_dimensions_width=62.5"
1GF030APC1L04,simple,0.2,"ts_dimensions_height=6.5,ts_dimensions_length=11.2,ts_dimensions_width=7.14"
1GF026GPG3L02,simple,0.19,"ts_dimensions_height=5.9,ts_dimensions_length=13.9,ts_dimensions_width=7.4"
1GF026GPF1L02,simple,0.19,"ts_dimensions_height=5.9,ts_dimensions_length=13.9,ts_dimensions_width=7.4"
1GF025FPC2L02,simple,0.18,"ts_dimensions_height=5.9,ts_dimensions_length=13.9,ts_dimensions_width=7.4"
1E7D7A6,simple,0.3,"ts_dimensions_height=40,ts_dimensions_length=28.5,ts_dimensions_width=6"
1D0K9AA,simple,0.39,"ts_dimensions_height=7.38,ts_dimensions_length=11.8,ts_dimensions_width=16.4"
1C1Y5AA,simple,0.2,"ts_dimensions_height=4.4,ts_dimensions_length=8,ts_dimensions_width=18.9"
1B065AT#ABB,simple,1.54,"ts_dimensions_height=28.4,ts_dimensions_length=6.1,ts_dimensions_width=40.5"
1B065AT,simple,1.54,"ts_dimensions_height=28.4,ts_dimensions_length=6.1,ts_dimensions_width=40.5"
1B065AA,simple,1.54,"ts_dimensions_height=28.4,ts_dimensions_length=6.1,ts_dimensions_width=40.5"
1B-USB-C-SDE-ADAPTER,simple,0.06,"ts_dimensions_height=3,ts_dimensions_length=17,ts_dimensions_width=14.2"
1B-USB-C-CFE-ADAPTER,simple,0.1,"ts_dimensions_height=3,ts_dimensions_length=10,ts_dimensions_width=17"
1AHC-DESK-ARM-REST,simple,1.2,"ts_dimensions_height=14.5,ts_dimensions_length=28,ts_dimensions_width=12.5"
1A9C9AA#ABU,simple,9.2,"ts_dimensions_height=40,ts_dimensions_length=14.9,ts_dimensions_width=65.5"
1A9C9AA#ABB,simple,9.2,"ts_dimensions_height=40,ts_dimensions_length=14.9,ts_dimensions_width=65.5"
1A217AA#ABB,simple,0.54,"ts_dimensions_height=31,ts_dimensions_length=9,ts_dimensions_width=35"
1A216AA#ABB,simple,0.54,"ts_dimensions_height=31,ts_dimensions_length=9,ts_dimensions_width=35"
19U64AA#ABB,simple,0.14,"ts_dimensions_height=5,ts_dimensions_length=8,ts_dimensions_width=11"
1950-79,simple,0.19,"ts_dimensions_height=5.3,ts_dimensions_length=9.4,ts_dimensions_width=14.2"
19.99.2095,simple,0.08,""
1734002,simple,0.96,"ts_dimensions_height=8.6,ts_dimensions_length=18.75,ts_dimensions_width=18.75"
16Z90S-G.AA78A1,simple,2.2,"ts_dimensions_height=6,ts_dimensions_length=29,ts_dimensions_width=47.5"
16Z90S-G.AA58A1,simple,2.2,"ts_dimensions_height=6,ts_dimensions_length=29,ts_dimensions_width=47.5"
16LT6-PRIVACY-SCREEN,simple,0.25,"ts_dimensions_height=0.4,ts_dimensions_length=33,ts_dimensions_width=46.3"
16B1P3302D/00,simple,2.08,"ts_dimensions_height=28.1,ts_dimensions_length=10.3,ts_dimensions_width=40.4"
16B1P3302/00,simple,1.99,"ts_dimensions_height=28.1,ts_dimensions_length=10.3,ts_dimensions_width=40"
169L0AA#ABB,simple,10.4,"ts_dimensions_height=22.5,ts_dimensions_length=41.1,ts_dimensions_width=59.6"
169H9AA,simple,0.25,"ts_dimensions_height=8.9,ts_dimensions_length=13.9,ts_dimensions_width=6.5"
160W-POWER-ADAPTER,simple,0.35,"ts_dimensions_height=20,ts_dimensions_length=9,ts_dimensions_width=16"
1600A005B0,simple,0.46,"ts_dimensions_height=9.5,ts_dimensions_length=15.2,ts_dimensions_width=15.8"
15MAM-PRIVACY-SCREEN,simple,0.21,"ts_dimensions_height=0.4,ts_dimensions_length=24.5,ts_dimensions_width=39"
155UE-USB4-DOCK,simple,1.3,"ts_dimensions_height=8.9,ts_dimensions_length=23,ts_dimensions_width=14.5"
154B-USBC-MULTIPORT,simple,0.12,"ts_dimensions_height=3,ts_dimensions_length=14.2,ts_dimensions_width=17"
1517-49585-122,simple,0.02,"ts_dimensions_height=1,ts_dimensions_length=10,ts_dimensions_width=13.5"
14LT6-PRIVACY-SCREEN,simple,0.21,"ts_dimensions_height=0.4,ts_dimensions_length=24.5,ts_dimensions_width=38.9"
14L-PRIVACY-SCREEN,simple,0.16,"ts_dimensions_height=0.5,ts_dimensions_length=26,ts_dimensions_width=38.5"
146B-USBC-HDMI4K-AOC,simple,,"ts_dimensions_height=3.9,ts_dimensions_length=23.4,ts_dimensions_width=22.4"
145B-USBC-HDMI4K-AOC,simple,0.43,"ts_dimensions_height=3.9,ts_dimensions_length=23.4,ts_dimensions_width=22.4"
14207-60,simple,,"ts_dimensions_height=5.5,ts_dimensions_length=15.5,ts_dimensions_width=15.5"
14121-41,simple,0.1,"ts_dimensions_height=1,ts_dimensions_length=9.5,ts_dimensions_width=9"
14121-40,simple,0.03,"ts_dimensions_height=1,ts_dimensions_length=16,ts_dimensions_width=22.5"
14101-73,simple,0.08,"ts_dimensions_height=1,ts_dimensions_length=16,ts_dimensions_width=22.5"
14101-61,simple,0.08,"ts_dimensions_height=1,ts_dimensions_length=16,ts_dimensions_width=22.5"
14101-51,simple,0.01,"ts_dimensions_height=1,ts_dimensions_length=8.9,ts_dimensions_width=11.4"
14101-37,simple,0.11,"ts_dimensions_height=14.8,ts_dimensions_length=8.75,ts_dimensions_width=22.2"
13MAM-PRIVACY-SCREEN,simple,0.19,"ts_dimensions_height=0.4,ts_dimensions_length=24.5,ts_dimensions_width=39"
137243,simple,0.72,"ts_dimensions_height=24.6,ts_dimensions_length=14.2,ts_dimensions_width=16.2"
136-65,simple,0.11,"ts_dimensions_height=16.4,ts_dimensions_length=2.1,ts_dimensions_width=8.1"
136-61,simple,0.35,"ts_dimensions_height=4.3,ts_dimensions_length=7.4,ts_dimensions_width=16"
136-59,simple,0.08,"ts_dimensions_height=16.3,ts_dimensions_length=2,ts_dimensions_width=8"
136-56,simple,0.07,"ts_dimensions_height=16.3,ts_dimensions_length=2,ts_dimensions_width=8"
136-54,simple,0.09,"ts_dimensions_height=16.3,ts_dimensions_length=2,ts_dimensions_width=8"
136-48,simple,0.08,"ts_dimensions_height=16.3,ts_dimensions_length=2,ts_dimensions_width=8"
136-45,simple,0.15,"ts_dimensions_height=19,ts_dimensions_length=1.8,ts_dimensions_width=7.3"
136-31,simple,0.38,"ts_dimensions_height=34,ts_dimensions_length=3.5,ts_dimensions_width=11.5"
134-43,simple,0.13,"ts_dimensions_height=10.8,ts_dimensions_length=4.5,ts_dimensions_width=9.1"
134-42,simple,0.08,"ts_dimensions_height=20,ts_dimensions_length=2,ts_dimensions_width=10"
134-38,simple,0.25,"ts_dimensions_height=14,ts_dimensions_length=5.5,ts_dimensions_width=12"
133-91,simple,0.04,"ts_dimensions_height=14.2,ts_dimensions_length=1.7,ts_dimensions_width=8.7"
133-88,simple,0.11,"ts_dimensions_height=17.8,ts_dimensions_length=4.6,ts_dimensions_width=11.7"
1308166,simple,,"ts_dimensions_height=5.2,ts_dimensions_length=15,ts_dimensions_width=21.7"
1308165,simple,,"ts_dimensions_height=5.2,ts_dimensions_length=15,ts_dimensions_width=21.7"
1308163,simple,,"ts_dimensions_height=5.2,ts_dimensions_length=15,ts_dimensions_width=21.7"
